,3575,3625,3675,3725,3775,3825,3875,3925,3975,4025,4075,4125,4175,4225,4275,4325,4375,4425,4475,4525,4575,4625,4675,4725,4775,4825,4875,4925
1968,,,-3060.0,-2992.0,-2822.5,-2551.5,-2177.25,-1699.75,-1313.0,-1017.0,-738.75,-478.25,-253.25,-63.75,49.0,85.0,125.75,171.25,202.75,220.25,231.0,235.0,253.5,286.5,294.25,276.75,231.5,158.5
1969,,,-3820.0,-3340.0,-2717.5,-1952.5,-1415.0,-1105.0,-672.5,-117.5,292.5,557.5,890.0,1290.0,1540.0,1640.0,1787.5,1982.5,2085.0,2095.0,1998.0,1794.0,1590.0,1386.0,1182.0,,,
1970,,,-3940.0,-3780.0,-3412.5,-2837.5,-2267.5,-1702.5,-1315.0,-1105.0,-845.0,-535.0,-190.0,190.0,515.0,785.0,945.0,995.0,1050.0,1110.0,1074.0,942.0,810.0,678.0,546.0,,,
1971,,,-3962.0,-3820.0,-3644.75,-3436.25,-3025.0,-2411.0,-1971.75,-1707.25,-1396.25,-1038.75,-664.25,-272.75,1.0,157.0,277.25,361.75,426.75,472.25,513.75,551.25,609.5,688.5,716.25,692.75,645.75,575.25
1972,,,-2344.25,-2288.75,-2080.5,-1719.5,-1343.5,-952.5,-552.75,-144.25,158.25,354.75,556.5,763.5,911.75,1001.25,1063.25,1097.75,1130.25,1160.75,1152.5,1105.5,1075.5,1062.5,1022.0,954.0,889.25,827.75
1973,-4624.5,-4277.5,-3953.25,-3651.75,-3416.75,-3248.25,-2982.5,-2619.5,-2294.25,-2006.75,-1668.25,-1278.75,-891.75,-507.25,-243.25,-99.75,16.25,104.75,231.0,395.0,514.25,588.75,669.25,755.75,771.75,717.25,647.25,561.75
1974,-4637.0,-4327.0,-3976.25,-3584.75,-3273.5,-3042.5,-2727.0,-2327.0,-1914.75,-1490.25,-945.5,-280.5,157.0,367.0,510.75,588.25,649.5,694.5,721.5,730.5,729.75,719.25,724.25,744.75,738.5,705.5,654.25,584.75
1975,-4360.25,-4044.75,-3732.5,-3423.5,-3263.25,-3251.75,-3043.25,-2637.75,-2297.75,-2023.25,-1772.25,-1544.75,-1270.5,-949.5,-654.75,-386.25,-221.25,-159.75,-147.75,-185.25,-178.25,-126.75,-54.5,38.5,86.5,89.5,36.25,-73.25
1976,-4688.0,-4302.0,-3946.25,-3620.75,-3353.5,-3144.5,-2827.0,-2401.0,-2050.5,-1775.5,-1414.75,-968.25,-607.25,-331.75,-144.0,-44.0,39.25,105.75,137.5,134.5,138.75,150.25,183.75,239.25,259.75,245.25,190.0,94.0
1977,-5431.25,-4977.75,-4590.75,-4270.25,-4091.5,-4054.5,-3830.25,-3418.75,-3006.0,-2592.0,-2151.25,-1683.75,-1243.0,-829.0,-526.25,-334.75,-161.25,-5.75,75.75,83.25,103.5,136.5,207.25,315.75,368.5,365.5,323.25,241.75
1978,-4997.0,-4579.0,-4216.5,-3909.5,-3694.75,-3572.25,-3384.25,-3130.75,-2818.75,-2448.25,-2037.0,-1585.0,-1150.25,-732.75,-427.75,-235.25,-96.5,-11.5,2.5,-54.5,-74.0,-56.0,1.75,99.25,143.5,134.5,68.25,-55.25
1979,-4003.25,-3629.75,-3305.5,-3030.5,-2885.0,-2869.0,-2642.25,-2204.75,-1775.0,-1353.0,-979.5,-654.5,-356.0,-84.0,139.75,315.25,419.75,453.25,424.25,332.75,278.5,261.5,270.75,306.25,317.75,305.25,272.0,218.0
1980,-4697.25,-4297.75,-3957.75,-3677.25,-3434.0,-3228.0,-2925.25,-2525.75,-2159.25,-1825.75,-1523.5,-1252.5,-945.75,-603.25,-343.25,-165.75,-53.75,-7.25,47.25,109.75,164.0,210.0,272.75,352.25,392.0,392.0,348.0,260.0
1981,-3005.75,-2715.25,-2492.0,-2336.0,-2223.75,-2155.25,-1934.25,-1560.75,-1151.0,-705.0,-317.25,12.25,286.75,506.25,680.0,808.0,879.75,895.25,854.5,757.5,695.0,667.0,655.25,659.75,651.0,629.0,593.0,543.0
1982,-5659.25,-5191.75,-4751.25,-4337.75,-4017.0,-3789.0,-3336.75,-2660.25,-2071.5,-1570.5,-1128.25,-744.75,-407.5,-116.5,96.25,230.75,331.0,397.0,412.25,376.75,353.0,341.0,349.75,379.25,378.75,348.25,310.5,265.5
1983,,,-3776.5,-3363.5,-2967.25,-2587.75,-2228.75,-1890.25,-1555.5,-1224.5,-887.25,-543.75,-242.0,18.0,208.5,329.5,443.75,551.25,600.5,591.5,584.25,578.75,593.25,627.75,594.25,492.75,246.0,-146.0
1984,,,-3900.5,-3629.5,-3361.75,-3097.25,-2757.0,-2341.0,-1973.5,-1654.5,-1297.0,-901.0,-583.25,-343.75,-158.25,-26.75,51.25,75.75,56.75,-5.75,-26.25,-4.75,55.25,153.75,189.25,161.75,72.5,-78.5
